Hub State Indicator,Rowid Object,Prop Nm,Prop Area,Rjct Rsn Txt,Reject Record Status,MDM_PROP_ID,Src Geo Loc Typ,Geo Lat,Geo Long,Prim Ind,Conf Wght,Addr Line1,City Nm,County Id,State Prov Id,Postal Code,Country Id,Country Iso2,Country Iso3,Country Iso3 Id,Addr Status,Adr Mail Scr
1,4480230,Headquarter Tower,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Headquarter Tower, Source Complete Address: Suzhou Street; Beijing; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 金和国际大厦, Source Complete Address: 苏州街; 北京; 中国",Ready For Review,T4480230,,,,,,Suzhou Street,Beijing,,Beijing,100089,China,CN,CHN,156,INVALID,2
1,4480231,Tz-Times Square,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Tz-Times Square, Source Complete Address: Jiangchang West Road; Shanghai; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 海棠大厦, Source Complete Address: 江场西路; 上海; 中国",Ready For Review,T4480231,,,,,,Jiangchang West Road,Shanghai,,Shanghai,200040,China,CN,CHN,156,INVALID,2
1,4480232,Bitic Leasing Centre,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Bitic Leasing Centre, Source Complete Address: 1 Xingfusancun; Beijing; China|Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: , Source Complete Address: 北京; 中国",Ready For Review,T4480232,,,,,,1 Xingfusancun,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480233,Blue Star,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Blue Star, Source Complete Address: Suzhou Street; Beijing; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 中蓝大厦, Source Complete Address: 苏州街; 北京; 中国",Ready For Review,T4480233,,,,,,Suzhou Street,Beijing,,Beijing,100089,China,CN,CHN,156,INVALID,2
1,4480234,Ying Hua International Plaza,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Ying Hua International Plaza, Source Complete Address: Guangfu West Road; Shanghai; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 赢华国际广场, Source Complete Address: 光复西路; 上海; 中国",Ready For Review,T4480234,,,,,,Guangfu West Road,Shanghai,,Shanghai,200063,China,CN,CHN,156,VALID,4
1,4480235,Haoyuan Plaza,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Haoyuan Plaza, Source Complete Address: 0 South 2nd Ring Road; Beijing; China|Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: , Source Complete Address: 北京; 中国",Ready For Review,T4480235,,,,,,0 South 2nd Ring Road,Beijing,,Beijing,100032,China,CN,CHN,156,INVALID,2
1,4480236,Hui Heng Building Phase 2,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Hui Heng Building Phase 2, Source Complete Address: 7 Gaoxinnan Road, High-tech Park; Shenzhen; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 惠恒大厦2期, Source Complete Address: 高新科技园高新南路7道; 深圳; 中国",Ready For Review,T4480236,,,,,,Gaoxinnan Road High-Tech Park 7,Shenzhen,,Guangdong,518000,China,CN,CHN,156,INVALID,2
1,4480237,Ping an Financial Center North Tower,,"Address_Line1 contains ""and"";Addr_Line_1 Not In Standard Format -- Source Property Name: Ping an Financial Center North Tower, Source Complete Address: Intersection of Yitian Road and Fuhua San Road; Shenzhen; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 平安金融中心北塔, Source Complete Address: 益田路与福华三路交界处; 深圳; 中国",Ready For Review,T4480237,,,,,,Intersection of Yitian Road And Fuhua San Road,Shenzhen,,Guangdong,518000,China,CN,CHN,156,INVALID,2
1,4480238,Ruibao Building,,"Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: , Source Complete Address: 北京; 中国",Ready For Review,T4480238,,,,,,18 Xin XI Road Shangdi,Beijing,,Beijing,100089,China,CN,CHN,156,INVALID,2
1,4480239,Digital Technology Park,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Digital Technology Park, Source Complete Address: 2 Gaoxin south 7 Ave; Shenzhen; China",Ready For Review,T4480239,,,,,,2 Gaoxin South 7 Avenue,Shenzhen,,Guangdong,518000,China,CN,CHN,156,INVALID,2
1,4480240,Satellite Tower,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Satellite Tower, Source Complete Address: Zhichun Road A 63; Beijing; China",Ready For Review,T4480240,,,,,,Zhichun Road a 63,Beijing,,Beijing,100089,China,CN,CHN,156,INVALID,2
1,4480241,Wansheng Plaza Tower C,,"Addr_Line_1 Not In Standard Format -- Source Property Name: 万胜广场C塔, Source Complete Address: 新港东路1220-1238号; 广州; 中国",Ready For Review,T4480241,,,,,,1220-1238 Xingang Dong Road,Guangzhou,,Guangdong,510220,China,CN,CHN,156,INVALID,2
1,4480242,Kaitai Apartment Building,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Kaitai Apartment Building, Source Complete Address: 0 yanjingli Zhongjie, Chaoyang; Beijing; China|Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: , Source Complete Address: 北京; 中国",Ready For Review,T4480242,,,,,,0 Yanjingli Zhongjie Chaoyang,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480243,Yi Xing Building,,"Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: , Source Complete Address: 北京; 中国",Ready For Review,T4480243,,,,,,13 Guang Ming Road,Beijing,,Beijing,100010,China,CN,CHN,156,INVALID,2
1,4480244,88 Keyuan Road,,"Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: , Source Complete Address: 上海; 中国",Ready For Review,T4480244,,,,,,88 Keyuan Road,Shanghai,,Shanghai,201203,China,CN,CHN,156,INVALID,3
1,4480245,Pearl Harbor Building,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Pearl Harbor Building, Source Complete Address: No.26 jiuxianqiao (middle) Road; Beijing; China|Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: , Source Complete Address: 北京; 中国",Ready For Review,T4480245,,,,,,26 Jiuxianqiao (Middle) Road,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480246,Rongsin Technology Center Tower B,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Rongsin Technology Center Tower B, Source Complete Address: Laiguangying East Road; Beijing; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 融新科技中心B座, Source Complete Address: 来广营东路; 北京; 中国",Ready For Review,T4480246,,,,,,Laiguangying East Road,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480247,Shanghai Jinqiao Office Park,,"Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: , Source Complete Address: 上海; 中国",Ready For Review,T4480247,,,,,,27 Xinjinqiao Road Pudong Xinqu,Shanghai,,Shanghai,200120,China,CN,CHN,156,INVALID,2
1,4480248,Jinqiao Deqin Park,,"Addr_Line_1 Not In Standard Format -- Source Property Name: 金桥德勤园, Source Complete Address: 川桥路701弄; 上海; 中国",Ready For Review,T4480248,,,,,,701 Chuanqiao Road,Shanghai,,Shanghai,201206,China,CN,CHN,156,INVALID,3
1,4480249,Sinolink Building,,"Address_Line1 contains ""and"";Addr_Line_1 Not In Standard Format -- Source Property Name: Sinolink Building, Source Complete Address: Intersection of Taining Road and Aiguo Road; Shenzhen; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 百仕达大厦, Source Complete Address: 太宁路与爱国路交汇处; 深圳; 中国",Ready For Review,T4480249,,,,,,Intersection of Taining Road And Aiguo Road,Shenzhen,,Guangdong,518001,China,CN,CHN,156,INVALID,2
1,4480250,Himalayas Center,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Himalayas Center, Source Complete Address: Fangdian Road; Shanghai; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 喜马拉雅中心, Source Complete Address: 芳甸路; 上海; 中国",Ready For Review,T4480250,,,,,,Fangdian Road,Shanghai,,Shanghai,200120,China,CN,CHN,156,INVALID,2
1,4480251,Jialong International Building Tower B,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Jialong International Building Tower B, Source Complete Address: Chaoyang Park Road 19; Beijing; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 佳隆国际大厦B座, Source Complete Address: 朝阳公园路19号; 北京; 中国",Ready For Review,T4480251,,,,,,Chaoyang Park,Beijing,,Beijing,100032,China,CN,CHN,156,INVALID,2
1,4480252,Kerry Everbright City Tower 2,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Kerry Everbright City Tower 2, Source Complete Address: 0 Gonghe Road; Shanghai; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 嘉里不夜城2座, Source Complete Address: 共和路0; 上海; 中国",Ready For Review,T4480252,,,,,,0 Gonghe Road,Shanghai,,Shanghai,200070,China,CN,CHN,156,INVALID,3
1,4480253,Dongyi International Media Industyial Park,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Dongyi International Media Industyial Park, Source Complete Address: No.8 Gaojing Culture  area; Beijing; China|Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: , Source Complete Address: 北京; 中国",Ready For Review,T4480253,,,,,,8 Gaojing Culture Area,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480254,Shanghai Port International Cruise Terminal,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Shanghai Port International Cruise Terminal, Source Complete Address: Dongdaming Road; Shanghai; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 上海港国际客运中心, Source Complete Address: 东大名路; 上海; 中国",Ready For Review,T4480254,,,,,,Dongdaming Road,Shanghai,,Shanghai,200080,China,CN,CHN,156,INVALID,2
1,4480255,Skyworth Building,,"Address_Line1 contains ""and"";Addr_Line_1 Not In Standard Format -- Source Property Name: Skyworth Building, Source Complete Address: Intersection of Gaoxinnan Si Road and Keji Nan Shi Road; Shenzhen; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 创维半导体设计大厦, Source Complete Address: 高新南四路与科技南十路交汇处; 深圳; 中国",Ready For Review,T4480255,,,,,,Intersection of Gaoxinnan Si Road And Keji Nan Shi Road,Shenzhen,,Guangdong,518000,China,CN,CHN,156,INVALID,2
1,4480256,Jingdi Duilding,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Jingdi Duilding, Source Complete Address: Zhongxin 8th Rd; Shenzhen; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 京地大厦, Source Complete Address: 福田区中心八路; 深圳; 中国",Ready For Review,T4480256,,,,,,Zhongxin 8th Road,Shenzhen,,Guangdong,518000,China,CN,CHN,156,INVALID,2
1,4480257,Star City Tower,,"Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: 星城国际, Source Complete Address: 北京; 中国",Ready For Review,T4480257,,,,,,10 Jiu Xian Qiao Road,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480258,International Financial Center,,"Addr_Line_1 Not In Standard Format -- Source Property Name: International Financial Center, Source Complete Address: West 3rd Ring  North Road; Beijing; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 国际财经中心, Source Complete Address: 西三环北路; 北京; 中国",Ready For Review,T4480258,,,,,,West 3rd Ring North Road,Beijing,,Beijing,100089,China,CN,CHN,156,INVALID,2
1,4480259,Scitech Tower,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Scitech Tower, Source Complete Address: Jianguomenwai Avenue 22; Beijing; China",Ready For Review,T4480259,,,,,,Jianguomenwai Avenue 22,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480260,Parkview Green Tower B,,"Addr_Line_1 Not In Standard Format -- Source Property Name: 北京侨福芳草地大厦B座, Source Complete Address: 东大桥路8; 北京; 中国",Ready For Review,T4480260,,,,,,8 Dongdaqiao Road,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,3
1,4480261,Reward Building Tower C,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Reward Building Tower C, Source Complete Address: 0 5rd Ring Road; Beijing; China|Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: 洛娃大厦C座, Source Complete Address: 北京; 中国",Ready For Review,T4480261,,,,,,0 5rd Ring Road,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480262,Life Science Park Boya C Center,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Life Science Park Boya C Center, Source Complete Address: Beiqing Road; Beijing; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 生命科学园博雅CCENTER, Source Complete Address: 北清路; 北京; 中国",Ready For Review,T4480262,,,,,,Beiqing Road,Beijing,,Beijing,102200,China,CN,CHN,156,INVALID,2
1,4480263,Shen Hong International Building,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Shen Hong International Building, Source Complete Address: Konggang Road; Shanghai; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 申虹国际大厦, Source Complete Address: 空港路; 上海; 中国",Ready For Review,T4480263,,,,,,Konggang Road,Shanghai,,Shanghai,201100,China,CN,CHN,156,INVALID,2
1,4480264,Celebrity Plaza,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Celebrity Plaza, Source Complete Address: 0 Bei Chen Road; Beijing; China|Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: , Source Complete Address: 北京; 中国",Ready For Review,T4480264,,,,,,0 Bei Chen Road,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480265,Grand China Air Plaza Tower B,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Grand China Air Plaza Tower B, Source Complete Address: East Third Ring North Road B2; Beijing; China",Ready For Review,T4480265,,,,,,B2 East Ring Road,Beijing,,Beijing,100020,China,CN,CHN,156,VALID,4
1,4480266,Hsbc(Caoxi Road Branch),,"Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: 汇丰银行漕溪路支行, Source Complete Address: 上海; 中国",Ready For Review,T4480266,,,,,,86 Caoxi Road,Shanghai,,Shanghai,200030,China,CN,CHN,156,INVALID,2
1,4480267,Vision Park Phase 2 Tower 7,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Vision Park Phase 2 Tower 7, Source Complete Address: South Gaoxin Road; Shenzhen; China|Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: 威新软件科技园二期7号楼, Source Complete Address: 深圳; 中国",Ready For Review,T4480267,,,,,,South Gaoxin Road,Shenzhen,,Guangdong,518000,China,CN,CHN,156,INVALID,2
1,4480268,Wework (Weihai Road),,"Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: , Source Complete Address: 上海; 中国",Ready For Review,T4480268,,,,,,696 724 Weihai Road,Shanghai,,Shanghai,200040,China,CN,CHN,156,INVALID,2
1,4480269,Yonghe Building,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Yonghe Building, Source Complete Address: andingmen east avenue; Beijing; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 雍和大厦, Source Complete Address: 安定门东大街; 北京; 中国",Ready For Review,T4480269,,,,,,Andingmen East Avenue,Beijing,,Beijing,100010,China,CN,CHN,156,INVALID,2
1,4480270,One Museum Place,,"Address_Line1 contains ""and"";Addr_Line_1 Not In Standard Format -- Source Property Name: One Museum Place, Source Complete Address: Xinzha Road and Datian Road; Shanghai; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 博华广场, Source Complete Address: 新闸路与大田路交汇处; 上海; 中国",Ready For Review,T4480270,,,,,,Xinzha Road And Datian Road,Shanghai,,Shanghai,200040,China,CN,CHN,156,INVALID,2
1,4480271,Wangjing Tower,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Wangjing Tower, Source Complete Address: 0 Zhonghuan South Road; Beijing; China|Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: 望京大厦, Source Complete Address: 北京; 中国",Ready For Review,T4480271,,,,,,0 Zhonghuan South Road,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480272,Rui Bao Plaza,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Rui Bao Plaza, Source Complete Address: 0 3rd Ring Road; Beijing; China|Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: , Source Complete Address: 北京; 中国",Ready For Review,T4480272,,,,,,0 3rd Ring Road,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480273,Times Square Tower a,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Times Square Tower a, Source Complete Address: Futong East Avenue; Beijing; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 方恒时代中心A座联络大厦, Source Complete Address: 阜通东大街; 北京; 中国",Ready For Review,T4480273,,,,,,Futong East Avenue,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480274,Wanliu Yicheng Center,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Wanliu Yicheng Center, Source Complete Address: No. 11 Chang Chun Qiao Road, Haidian District; Beijing; China|Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: , Source Complete Address: 北京; 中国",Ready For Review,T4480274,,,,,,Haidian District,Beijing,,Beijing,100089,China,CN,CHN,156,INVALID,2
1,4480275,Hua Min Empire Plaza Tower 1,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Hua Min Empire Plaza Tower 1, Source Complete Address: Zhongshan West Road; Shanghai; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 华敏翰尊国际, Source Complete Address: 中山西路; 上海; 中国",Ready For Review,T4480275,,,,,,Zhongshan West Road,Shanghai,,Shanghai,200235,China,CN,CHN,156,VALID,4
1,4480276,Capital Square,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Capital Square, Source Complete Address: Hanzhong Road; Shanghai; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 凯德星贸大厦, Source Complete Address: 汉中路; 上海; 中国",Ready For Review,T4480276,,,,,,Hanzhong Road,Shanghai,,Shanghai,200070,China,CN,CHN,156,INVALID,3
1,4480277,Pangu Plaza's Office Tower,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Pangu Plaza's Office Tower, Source Complete Address: North Fourth Ring Raod Middle 27; Beijing; China",Ready For Review,T4480277,,,,,,North Fourth Ring Raod Middle 27,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480278,Guorui Kingdom Tower B,,"Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: 国锐金嵿写字楼B座, Source Complete Address: 北京; 中国",Ready For Review,T4480278,,,,,,1 Ronghua South Road,Beijing,,Beijing,102600,China,CN,CHN,156,INVALID,2
1,4480279,Saifute Plaza,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Saifute Plaza, Source Complete Address: Xiaohuangzhuang Road; Beijing; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 赛福特大厦, Source Complete Address: 小黄庄路; 北京; 中国",Ready For Review,T4480279,,,,,,Xiaohuangzhuang Road,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480280,Kingwen Liauws Building,,"Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: , Source Complete Address: 北京; 中国",Ready For Review,T4480280,,,,,,114 Chongwenmenwai Avenue,Beijing,,Beijing,100010,China,CN,CHN,156,INVALID,2
1,4480281,Tongfang Information Harbor Tower East,,"Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: 同方信息港E座, Source Complete Address: 深圳; 中国",Ready For Review,T4480281,,,,,,11 Langshan Road,Shenzhen,,Guangdong,518000,China,CN,CHN,156,INVALID,2
1,4480282,Vision Park Phase 1 Tower 1,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Vision Park Phase 1 Tower 1, Source Complete Address: South Gaoxin Road; Shenzhen; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 威新软件科技园1期1号楼, Source Complete Address: 高新科技园环高新南路; 深圳; 中国",Ready For Review,T4480282,,,,,,South Gaoxin Road,Shenzhen,,Guangdong,518000,China,CN,CHN,156,INVALID,2
1,4480283,Cheng Yuan Building,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Cheng Yuan Building, Source Complete Address: 0 Jianguomenwai Avenue; Beijing; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 成远大厦, Source Complete Address: No.80; 北京; 中国",Ready For Review,T4480283,,,,,,0 Jianguomenwai Avenue,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480284,Asia Tower,,"Addr_Line_1 Not In Standard Format -- Source Property Name: 亚洲大厦, Source Complete Address: 九江路663-669; 上海; 中国",Ready For Review,T4480284,,,,,,663-669 Jiujiang Road,Shanghai,,Shanghai,200001,China,CN,CHN,156,INVALID,3
1,4480285,Tayuan Diplomatic Office Building,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Tayuan Diplomatic Office Building, Source Complete Address: 0 Tayuan; Beijing; China|Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: , Source Complete Address: 北京; 中国",Ready For Review,T4480285,,,,,,0 Tayuan,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480286,Kexin Science Park Tower 3,,"Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: 科兴科学园三栋, Source Complete Address: 深圳; 中国",Ready For Review,T4480286,,,,,,15 Keyuan Road,Shenzhen,,Guangdong,518000,China,CN,CHN,156,INVALID,2
1,4480287,Creative Space Tower a,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Creative Space Tower a, Source Complete Address: Dengzhuang South Road; Beijing; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 智创空间A座, Source Complete Address: 邓庄南路; 北京; 中国",Ready For Review,T4480287,,,,,,Dengzhuang South Road,Beijing,,Beijing,100089,China,CN,CHN,156,INVALID,2
1,4480288,Jin Yi Building,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Jin Yi Building, Source Complete Address: Financial Street; Beijing; China|Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: 金益大厦, Source Complete Address: 北京; 中国",Ready For Review,T4480288,,,,,,Financial Street,Beijing,,Beijing,100032,China,CN,CHN,156,INVALID,2
1,4480289,Dongxian Tower,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Dongxian Tower, Source Complete Address: Pingxingguan road; Shanghai; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 静安东贤大厦, Source Complete Address: 平型关路; 上海; 中国",Ready For Review,T4480289,,,,,,Pingxingguan Road,Shanghai,,Shanghai,200040,China,CN,CHN,156,INVALID,2
1,4480290,Hopson Fortune Plaza,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Hopson Fortune Plaza, Source Complete Address: Deshengmenwai Avenue 13; Beijing; China",Ready For Review,T4480290,,,,,,Deshengmenwai Avenue 13,Beijing,,Beijing,100032,China,CN,CHN,156,INVALID,2
1,4480291,Noble Centre-China Railway Construction Co. Ltd. a Real Estate Development Co. Ltd,,"Address_Line1 contains ""and"";Addr_Line_1 Not In Standard Format -- Source Property Name: Noble Centre-China Railway Construction Co. Ltd. a Real Estate Development Co. Ltd, Source Complete Address: Intersection of Jintian Road and Fuzhong San Road; Shenzhen; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 诺德中心, Source Complete Address: 金田路与福中三路交汇处; 深圳; 中国",Ready For Review,T4480291,,,,,,Intersection of Jintian Road And Fuzhong San Road,Shenzhen,,Guangdong,518000,China,CN,CHN,156,INVALID,2
1,4480292,Raffles City Changning T2,,"Addr_Line_1 Not In Standard Format -- Source Property Name: 长宁来福士广场T2, Source Complete Address: 长宁路1123-1201; 上海; 中国",Ready For Review,T4480292,,,,,,1123-1201 Chang Ning Road,Shanghai,,Shanghai,200051,China,CN,CHN,156,INVALID,3
1,4480293,E-Center,,"Addr_Line_1 Not In Standard Format -- Source Property Name: E-Center, Source Complete Address: 0 North 4th Ring Road; Beijing; China|Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: ZHONGXINPLAZA, Source Complete Address: 北京; 中国",Ready For Review,T4480293,,,,,,0 North 4th Ring Road,Beijing,,Beijing,100089,China,CN,CHN,156,INVALID,2
1,4480294,Ideal Plaza,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Ideal Plaza, Source Complete Address: 0 Zhongguancun Square; Beijing; China|Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: 理想国际大厦, Source Complete Address: 北京; 中国",Ready For Review,T4480294,,,,,,0 Zhongguancun Square,Beijing,,Beijing,100089,China,CN,CHN,156,INVALID,2
1,4480295,Tsinghua Architectural Center,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Tsinghua Architectural Center, Source Complete Address: Beichen East Road; Beijing; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 清华建筑中心, Source Complete Address: 北辰东路; 北京; 中国",Ready For Review,T4480295,,,,,,Beichen East Road,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480296,Dart International Business Guild Hall,,"Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: , Source Complete Address: 北京; 中国",Ready For Review,T4480296,,,,,,20 Guandongdian Chaowai Street,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480297,Dong Sheng Plaza,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Dong Sheng Plaza, Source Complete Address: Chengfu Road; Beijing; China|Addr_Line_1 Not In Standard Format -- Source Property Name: 东升大厦, Source Complete Address: 成府路; 北京; 中国",Ready For Review,T4480297,,,,,,Chengfu Road,Beijing,,Beijing,100089,China,CN,CHN,156,INVALID,2
1,4480298,Golden Land Building,,"Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: , Source Complete Address: 北京; 中国",Ready For Review,T4480298,,,,,,32 Liangmaqiao Road,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480299,Courtyard 67 Building 2,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Courtyard 67 Building 2, Source Complete Address: Chaoyang Road; Beijing; China",Ready For Review,T4480299,,,,,,Chaoyang Road,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480300,XI Huan Plaza Tower 3,,"Addr_Line_1 Not In Standard Format -- Source Property Name: XI Huan Plaza Tower 3, Source Complete Address: Xizhimenwai Avenue 1; Beijing; China",Ready For Review,T4480300,,,,,,Xizhimenwai Avenue 1,Beijing,,Beijing,100032,China,CN,CHN,156,INVALID,2
1,4480301,Sanyuan Building,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Sanyuan Building, Source Complete Address: 0 Northeast 3rd Ring Road; Beijing; China|Address_Line1 is null;Addr_Line_1 Not In Standard Format -- Source Property Name: , Source Complete Address: 北京; 中国",Ready For Review,T4480301,,,,,,0 Northeast 3rd Ring Road,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480302,Wangjing Soho Tower 1,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Wangjing Soho Tower 1, Source Complete Address: Futong East Avenue 1; Beijing; China",Ready For Review,T4480302,,,,,,Futong East Avenue 1,Beijing,,Beijing,100020,China,CN,CHN,156,INVALID,2
1,4480303,Vantone New World Plaza Tower a,,"Addr_Line_1 Not In Standard Format -- Source Property Name: Vantone New World Plaza Tower a, Source Complete Address: Fuchengmenwai Avenue 2; Beijing; China",Ready For Review,T4480303,,,,,,Fuchengmenwai Avenue 2,Beijing,,Beijing,100032,China,CN,CHN,156,INVALID,2
1,4480304,Raffles City Changning T3,,"Addr_Line_1 Not In Standard Format -- Source Property Name: 长宁来福士广场T3, Source Complete Address: 长宁路1123-1201; 上海; 中国",Ready For Review,T4480304,,,,,,1123-1201 Chang Ning Road,Shanghai,,Shanghai,200051,China,CN,CHN,156,INVALID,3
