url,city,district,bedroom,livingroom,kitchen,washroom,huxinjiegou,totalFloor,floorPosition,chaoxiang,zhuangxiuqingkuang,mianji,gongtanbili,Nianfen,diantishu,hushu,chanquannianxian,jiaoyiquanshu,fangwuyongtu,jianzhujiegou,fangwunianxian,chanquansuoshu,diyaxinxi,fangbenbeijian,jianzhuleixing,xqjj,xq_x_jj,unit_price
https://gz.ke.com/ershoufang/108400039109.html,Guangzhou,Fanyu,2,2,1,1,Multi,9,High,WS,NA,70.1,0,1999,1,8,70,SPF,PTZZ,GH,Greater5,FGY,Unknown,YSC,TL,30029,30998,30671
https://gz.ke.com/ershoufang/108400039316.html,Guangzhou,Fanyu,3,1,1,1,Flat,7,Mid,S,NA,67,0.1374626865671642,2e3,1,2,70,SPF,PTZZ,GH,Greater2,FGY,Unknown,YSC,TL,26668,26668,26120
https://gz.ke.com/ershoufang/108400040364.html,Guangzhou,Fanyu,2,1,1,1,Flat,32,Low,WN,Jian,66,0.1454545454545455,1998,2,8,70,SPF,PTZZ,GH,Greater5,FGY,WDY,YSC,TL,23895,24683,25455
https://gz.ke.com/ershoufang/108400040620.html,Guangzhou,Fanyu,2,2,1,1,Flat,5,Mid,S,Jing,47.8,0,NA,1,35,70,SPF,PTZZ,GH,Greater5,GY,WDY,YSC,TL,17294,27915,18411
https://gz.ke.com/ershoufang/108400041214.html,Guangzhou,Fanyu,2,2,1,1,Flat,15,High,S,Jian,83.13,0.2312041380969566,NA,1,4,70,SPF,PTZZ,GH,Greater2,GY,YDY,YSC,TL,29514,26134,29472
https://gz.ke.com/ershoufang/108400041804.html,Guangzhou,Fanyu,2,2,1,1,Flat,17,Low,N,NA,71.35,0.20686755430974058,2010,2,5,70,SPF,PTZZ,GH,Greater2,FGY,YDY,YSC,TL,25723,25723,25509
https://gz.ke.com/ershoufang/108400042087.html,Guangzhou,Fanyu,3,2,1,1,Flat,30,High,N,Jing,94,0.0037234042553191404,2013,3,6,70,SPF,PTZZ,GH,Greater2,GY,YDY,YSC,TL,38939,38939,37235
https://gz.ke.com/ershoufang/108400042101.html,Guangzhou,Fanyu,3,2,1,2,Flat,29,Low,ES,Jing,104,0.15680208993322842,2013,3,6,70,SPF,PTZZ,GH,Greater5,GY,YDY,YSC,TL,38939,38939,38462
https://gz.ke.com/ershoufang/108400043191.html,Guangzhou,Fanyu,3,2,1,1,Flat,11,High,ES,Jing,98.46,0.16514320536258376,2013,2,6,70,SPF,PTZZ,GH,Greater2,FGY,YDY,YSC,TL,34109,26524,37376
https://gz.ke.com/ershoufang/108400043364.html,Guangzhou,Fanyu,3,2,1,1,Flat,6,High,N,NA,92.49,0.09687533787436475,2004,1,4,70,SPF,PTZZ,GH,Greater2,GY,Unknown,YSC,TL,27151,28803,26814
https://gz.ke.com/ershoufang/108200004840.html,Guangzhou,Fanyu,3,2,1,2,Flat,7,Mid,S,Jian,104.9,0.15680208993322842,1999,1,4,70,SPF,PTZZ,GH,Greater5,FGY,YDY,YSC,TL,31002,34577,30982
https://gz.ke.com/ershoufang/108200023431.html,Guangzhou,Fanyu,2,2,1,1,Flat,10,Low,S,Jing,77,0.15680208993322842,2004,1,4,70,SPF,PTZZ,GH,Greater5,FGY,YDY,WSC,TL,29348,32217,27923
https://gz.ke.com/ershoufang/108400007997.html,Guangzhou,Fanyu,3,2,1,2,Flat,9,Low,N,Jian,129.9,0.11778290993071605,2001,1,4,70,SPF,PTZZ,GH,Greater5,FGY,Unknown,YSC,TL,38740,33671,36952
https://gz.ke.com/ershoufang/108400015228.html,Guangzhou,Fanyu,2,2,1,1,Flat,20,Low,S,Jian,85.5,0.19134502923976604,2005,2,6,70,SPF,PTZZ,GH,Greater5,GY,YDY,YSC,TL,31711,31711,30644
https://gz.ke.com/ershoufang/108400017525.html,Guangzhou,Fanyu,3,2,1,1,Flat,7,High,S,Jian,92.88,0.15680208993322842,1993,1,2,70,SPF,PTZZ,GH,Greater5,FGY,WDY,YSC,TL,26649,25815,25625
https://gz.ke.com/ershoufang/108400020801.html,Guangzhou,Fanyu,2,2,1,1,Flat,6,Mid,N,Jing,52.52,0.15680208993322842,2003,1,4,70,SPF,PTZZ,GH,Greater5,FGY,YDY,YSC,BL,33325,33325,31988
https://gz.ke.com/ershoufang/108200000424.html,Guangzhou,Fanyu,3,2,1,2,Flat,12,High,S,Jing,121.2,0.15680208993322842,2011,1,4,70,SPF,PTZZ,GH,Greater5,FGY,WDY,WSC,TL,30770,36707,34241
https://gz.ke.com/ershoufang/108200001632.html,Guangzhou,Fanyu,5,3,1,2,Multi,6,High,WS,Jing,180.44,0.06894258479272886,2007,1,4,70,SPF,PTZZ,GH,Greater5,FGY,YDY,WSC,TL,23980,23980,19398
https://gz.ke.com/ershoufang/108200003433.html,Guangzhou,Fanyu,3,2,2,2,Flat,17,Mid,WN,Jing,112,0.15680208993322842,2005,1,8,70,SPF,PTZZ,GH,Greater5,NA,Unknown,WSC,TL,28835,25516,25715
https://gz.ke.com/ershoufang/108200003672.html,Guangzhou,Fanyu,3,2,1,2,Flat,8,Mid,S,Jing,136,0.15680208993322842,2001,1,4,70,SPF,PTZZ,GH,Greater5,FGY,WDY,WSC,TL,38139,34448,37500
https://gz.ke.com/ershoufang/108200004565.html,Guangzhou,Fanyu,2,2,1,2,Flat,23,High,EN,NA,103,0.15680208993322842,2010,2,8,70,SPF,PTZZ,GH,Greater5,NA,Unknown,WSC,TL,38866,37454,38835
https://gz.ke.com/ershoufang/108200005142.html,Guangzhou,Fanyu,3,2,1,1,Flat,23,Low,S,NA,97,0.15680208993322842,2010,2,8,70,SPF,PTZZ,GH,Greater5,NA,Unknown,WSC,TL,38866,37454,38660
https://gz.ke.com/ershoufang/108200005234.html,Guangzhou,Fanyu,3,2,1,1,Flat,7,Mid,N,NA,86.7,0.15680208993322842,1999,1,4,70,SPF,PTZZ,GH,Greater5,FGY,WDY,WSC,TL,31002,34577,33449
https://gz.ke.com/ershoufang/108200005529.html,Guangzhou,Fanyu,3,2,1,2,Flat,4,Mid,N,Jing,102,0.15680208993322842,1995,1,1,70,SPF,PTZZ,GH,Greater5,FGY,YDY,WSC,BL,30398,30398,26471
https://gz.ke.com/ershoufang/108200006190.html,Guangzhou,Fanyu,2,2,1,1,Flat,23,High,EN,Jing,76,0.15680208993322842,2010,2,6,70,SPF,PTZZ,GH,Greater5,FGY,YDY,WSC,TL,39679,36520,40790
https://gz.ke.com/ershoufang/108200010090.html,Guangzhou,Fanyu,2,2,1,1,Flat,16,Low,EN,NA,91,0.15680208993322842,2002,2,6,70,SPF,PTZZ,GH,Greater5,NA,Unknown,WSC,TL,32866,32866,32418
https://gz.ke.com/ershoufang/108200010875.html,Guangzhou,Fanyu,2,2,1,1,Flat,18,Low,S,Jing,54.3,0.15680208993322842,2008,2,5,70,SPF,PTZZ,GH,Greater5,FGY,Unknown,WSC,TL,33706,27797,3e4
https://gz.ke.com/ershoufang/108200012297.html,Guangzhou,Fanyu,2,1,1,1,Flat,17,Low,N,NA,78.83,0.15680208993322842,2011,2,5,70,SPF,PTZZ,GH,Greater5,NA,Unknown,WSC,TL,35672,25326,33617
https://gz.ke.com/ershoufang/108200016070.html,Guangzhou,Fanyu,3,2,1,1,Flat,18,Mid,N,NA,84,0.15680208993322842,2014,2,6,70,SPF,PTZZ,GH,Greater2,NA,Unknown,WSC,TL,27910,27910,26786
https://gz.ke.com/ershoufang/108200021496.html,Guangzhou,Fanyu,3,2,1,2,Flat,6,Mid,WS,Jian,91,0.15680208993322842,1999,1,6,70,SPF,PTZZ,GH,Greater5,NA,Unknown,WSC,TL,34577,31002,35715
https://gz.ke.com/ershoufang/108200023648.html,Guangzhou,Fanyu,3,2,1,2,Flat,32,Low,WN,Jian,83.6,0.15680208993322842,1998,2,8,70,SPF,PTZZ,GH,Greater5,FGY,YDY,WSC,TL,23895,24683,22489
https://gz.ke.com/ershoufang/108200024491.html,Guangzhou,Fanyu,3,2,1,2,Flat,7,High,S,Jian,122.58,0.15680208993322842,2003,1,2,70,SPF,PTZZ,GH,Greater5,GY,WDY,WSC,TL,19658,19658,17132
https://gz.ke.com/ershoufang/108200024887.html,Guangzhou,Fanyu,3,2,1,2,Flat,6,High,WS,NA,137.3,0.15680208993322842,1998,1,2,70,SPF,PTZZ,GH,Greater5,NA,Unknown,WSC,TL,32050,30821,30809
https://gz.ke.com/ershoufang/108200027017.html,Guangzhou,Fanyu,3,2,1,2,Flat,11,Mid,E,Jian,122,0.15680208993322842,2010,1,3,70,SPF,PTZZ,GH,Greater5,GY,YDY,WSC,TL,34961,36825,35902
https://gz.ke.com/ershoufang/108200029616.html,Guangzhou,Fanyu,5,2,1,4,Double,1,Mid,S,Mao,554.55,0.15680208993322842,2010,1,1,70,SPF,BS,GH,Greater5,NA,WDY,WSC,TL,52295,37570,52295
https://gz.ke.com/ershoufang/108200059822.html,Guangzhou,Fanyu,2,2,1,1,Flat,7,Mid,S,Jing,80,0.15680208993322842,2001,1,4,70,SPF,PTZZ,GH,Greater5,FGY,YDY,WSC,TL,29395,34665,32500
https://gz.ke.com/ershoufang/108200005503.html,Guangzhou,Fanyu,3,2,1,1,Flat,6,Mid,N,NA,83,0.07951807228915653,1995,1,4,70,SPF,PTZZ,GH,Greater5,FGY,Unknown,YSC,TL,31647,28872,32772
https://gz.ke.com/ershoufang/108200012647.html,Guangzhou,Fanyu,2,2,1,1,Flat,12,Mid,N,Jing,87.38,0.12073701075761045,2006,1,4,70,SPF,PTZZ,GH,Greater5,FGY,YDY,WSC,TL,26681,35338,27238
https://gz.ke.com/ershoufang/108200019230.html,Guangzhou,Fanyu,3,2,1,1,Flat,29,High,N,Jian,95.06,0.20860509152114448,2013,3,6,70,SPF,PTZZ,GH,Greater2,FGY,WDY,YSC,TL,38939,38939,39975
https://gz.ke.com/ershoufang/108200022459.html,Guangzhou,Fanyu,3,2,1,2,Flat,9,High,EN,Jian,88,0.15680208993322842,1993,1,8,70,SPF,PTZZ,GH,Greater5,FGY,WDY,WSC,TL,26868,31023,26137
https://gz.ke.com/ershoufang/108200024134.html,Guangzhou,Fanyu,3,2,1,2,Flat,5,Mid,S,NA,97,0.15680208993322842,1995,1,4,70,SPF,PTZZ,GH,Greater5,NA,Unknown,WSC,BL,31334,27228,31753
https://gz.ke.com/ershoufang/108200026263.html,Guangzhou,Fanyu,3,2,1,1,Flat,20,High,EN,Jing,90.7,0.15680208993322842,2004,2,4,70,SPF,PTZZ,GH,Greater5,FGY,YDY,WSC,TL,43291,43908,44984
https://gz.ke.com/ershoufang/108400020379.html,Guangzhou,Fanyu,2,1,1,1,Multi,7,Mid,S,Jian,69.5,0.15680208993322842,1999,1,4,70,SPF,PTZZ,GH,Greater5,GY,WDY,YSC,TL,31002,34577,32e3
https://gz.ke.com/ershoufang/108400020392.html,Guangzhou,Fanyu,3,2,1,1,Multi,7,Mid,S,Jian,81.5,0.15680208993322842,1999,1,4,70,SPF,PTZZ,GH,Greater5,FGY,WDY,YSC,TL,31002,34577,31902
https://gz.ke.com/ershoufang/108400023077.html,Guangzhou,Fanyu,2,2,1,1,Flat,32,High,N,Jing,81.02,0.1980992347568501,2010,4,8,70,SPF,PTZZ,GH,Greater2,FGY,WDY,YSC,TL,40532,37657,36905
https://gz.ke.com/ershoufang/108400023084.html,Guangzhou,Fanyu,1,1,1,1,Flat,32,High,N,Jing,54.6,0.20054945054945061,2010,4,8,70,SPF,PTZZ,GH,Greater2,FGY,WDY,YSC,TL,40532,37657,36814
https://gz.ke.com/ershoufang/108400025511.html,Guangzhou,Fanyu,4,2,1,3,Double,1,Mid,N,Jing,192,0.15680208993322842,1995,1,1,70,SPF,BS,GH,Greater5,FGY,WDY,YSC,TL,27536,27536,25938
https://gz.ke.com/ershoufang/108400027158.html,Guangzhou,Fanyu,3,2,1,2,Flat,19,High,WN,Jing,104,0.21153846153846156,2005,2,6,70,SPF,PTZZ,GH,Greater2,FGY,Unknown,YSC,TL,32507,27888,32693
